roomid,upuid,upname,roomname,uname,timestamp,content
"","","","","乳酪小狗w",1783510094,"想搓猫饼只能搓猫小团子了"
"","","","","乳酪小狗w",1783510073,"猫猫掉毛怎么这么少"
"","","","","乳酪小狗w",1783509042,"（点头）"
"","","","","乳酪小狗w",1783509037,"我的手表有夜光"
"","","","","乳酪小狗w",1783508899,"我就这样清掉所有发光点才玩主线"
"","","","","乳酪小狗w",1783508860,"www"
"","","","","乳酪小狗w",1783508817,"没到这个进度呢 这个是剧情触发的（）"
"","","","","乳酪小狗w",1783508793,"她好聪明"
"","","","","乳酪小狗w",1783508649,"她好快 好聪明"
"","","","","乳酪小狗w",1783508575,"10/31 部分地区可以"
"","","","","乳酪小狗w",1783508555,"现在还不行"
"","","","","乳酪小狗w",1783508544,"感觉像麻薯"
"","","","","乳酪小狗w",1783508520,"糯糯诺 听起来就很好吃了"
"","","","","乳酪小狗w",1783508437,"可以吸"
"","","","","乳酪小狗w",1783508129,"羡慕花 羡慕地面"
"","","","","乳酪小狗w",1783508037,"对的对的"
"","","","","乳酪小狗w",1783508019,"对的我很擅长找东西"
"","","","","乳酪小狗w",1783507877,"58"
"","","","","乳酪小狗w",1783507830,"探索发现100%了"
"","","","","乳酪小狗w",1783507823,"我把每一作卡比都玩了 真的好玩"
"","","","","乳酪小狗w",1783507780,"吸尘器来了"
"","","","","乳酪小狗w",1783507660,"有的"
"","","","","乳酪小狗w",1783507607,"叫集结吧"
"","","","","乳酪小狗w",1783507601,"我记得还有个宝可荣耀"
"","","","","乳酪小狗w",1783507513,"喝水还是鲨鱼说喵喵喵我是最可爱猫娘喵"
"","","","","乳酪小狗w",1783507482,"而且地限"
"","","","","乳酪小狗w",1783507465,"不会"
"","","","","乳酪小狗w",1783507438,"你就说是不是度过了现实时间吧"
"","","","","乳酪小狗w",1783507411,"笑死了我关了去spld一把回来的"
"","","","","乳酪小狗w",1783507389,"剧透一下还有更长建造时间的项目"
"","","","","乳酪小狗w",1783507364,"这会儿可以建造栖息地干点别的"
"","","","","乳酪小狗w",1783507352,"对"
"","","","","乳酪小狗w",1783507103,"这回门能打开了"
"","","","","乳酪小狗w",1783507091,"对的你的劈开技能要来了"
"","","","","乳酪小狗w",1783507041,"硬刷主线左右横跳也很变态"
"","","","","乳酪小狗w",1783507017,"没动力启动"
"","","","","乳酪小狗w",1783507010,"一半"
"","","","","乳酪小狗w",1783507008,"没"
"","","","","乳酪小狗w",1783506973,"不是宝味反正"
"","","","","乳酪小狗w",1783506941,"za战斗手感很怪 有人懂吗"
"","","","","乳酪小狗w",1783506929,"后面会慢慢告诉你有什么要求的"
"","","","","乳酪小狗w",1783506883,"gamefreak简写那俩字母是硬屏蔽 连审核都不进直接不让发"
"","","","","乳酪小狗w",1783506829,"气笑了"
"","","","","乳酪小狗w",1783506826,"bur 弹幕发不出去 sc能发是吧"
"","","","","乳酪小狗w",1783506747,"别发出去"
"","","","","乳酪小狗w",1783506744,"？等一下"
"","","","","乳酪小狗w",1783506726,"别拉"
"","","","","乳酪小狗w",1783506550,"好远呐——"
"","","","","乳酪小狗w",1783506414,"啊啊啊啊————"
"","","","","乳酪小狗w",1783506410,"要吃"
"","","","","乳酪小狗w",1783506391,"诺诺 饿饿 饭饭"
"","","","","乳酪小狗w",1783505996,"萌孩子"
"","","","","乳酪小狗w",1783505330,"每日也是这样的小探索任务"
"","","","","乳酪小狗w",1783505297,"每日后面会有"
"","","","","乳酪小狗w",1783505293,"有每日的 这个是常驻的"
"","","","","乳酪小狗w",1783505247,"还有此门不能从这一侧打开"
"","","","","乳酪小狗w",1783505211,"遇到刀就能学了"
"","","","","乳酪小狗w",1783505202,"还没学"
"","","","","乳酪小狗w",1783505148,"被邀请的不能过剧情 只能苦力"
"","","","","乳酪小狗w",1783505132,"可以邀请游玩"
"","","","","乳酪小狗w",1783505123,"播到睡着（？）"
"","","","","乳酪小狗w",1783504906,"烤akari好吃吗（吸溜）"
"","","","","乳酪小狗w",1783504870,"那很香了"
"","","","","乳酪小狗w",1783504863,"蒜头王八可以烤成蒜头酥吗"
"","","","","乳酪小狗w",1783504705,"要被打了汪"
"","","","","乳酪小狗w",1783504699,"完了汪"
"","","","","乳酪小狗w",1783504695,"不对"
"","","","","乳酪小狗w",1783504671,"乐"
"","","","","乳酪小狗w",1783504546,"我直接住桌子上的"
"","","","","乳酪小狗w",1783504536,"对的 诺桌上的东西我哐哐吃"
"","","","","乳酪小狗w",1783504162,"诺味"
"","","","","乳酪小狗w",1783504066,"现在在玩pokopia"
"","","","","乳酪小狗w",1783503705,"就是 宝可梦+地形改造"
"","","","","乳酪小狗w",1783503690,"宝森"
"","","","","乳酪小狗w",1783503348,"她高兴的像个孩子"
"","","","","乳酪小狗w",1783503336,"yes"
"","","","","乳酪小狗w",1783503324,"没事她待会儿关了就行"
"","","","","乳酪小狗w",1783503291,"（）"
"","","","","乳酪小狗w",1783503289,"哎对啊"
"","","","","乳酪小狗w",1783503253,"ns2有点小"
"","","","","乳酪小狗w",1783503226,"你耳机监听吧"
"","","","","乳酪小狗w",1783503219,"现在好了（）"
"","","","","乳酪小狗w",1783503204,"游戏声音挺大的"
"","","","","乳酪小狗w",1783503197,"有哦"
"","","","","乳酪小狗w",1783503139,"两个混音器要打开"
"","","","","乳酪小狗w",1783503132,"双声道吧"
"","","","","乳酪小狗w",1783503050,"哦哦哦哦有了"
"","","","","乳酪小狗w",1783503029,"ns2好大一个"
"","","","","乳酪小狗w",1783502985,"？！开开！？"
"","","","","乳酪小狗w",1783502896,"自己捏自己"
"","","","","乳酪小狗w",1783502827,"spld被打爆了"
"","","","","乳酪小狗w",1783502822,"下播喵"
"","","","","乳酪小狗w",1783502766,"大量平假名给小孩玩的"
"","","","","乳酪小狗w",1783502744,"不难（）"
"","","","","乳酪小狗w",1783502563,"那没招了 我瞎逛一会儿差不多下了"
"","","","","乳酪小狗w",1783502505,"发来"
"","","","","乳酪小狗w",1783502500,"也行"
"","","","","乳酪小狗w",1783502384,"不给乳酪吃吗"
"","","","","乳酪小狗w",1783502376,"我的呢我的呢 怎么就吃完了"
"","","","","乳酪小狗w",1783502088,"你知道吗我之前尝试骗她开机失败了"
"","","","","乳酪小狗w",1783501884,"汪汪"
"","","","","乳酪小狗w",1783501845,"paypay还是好使"
"","","","","乳酪小狗w",1783501581,"水下城市"
"","","","","乳酪小狗w",1783501533,"没 新注册"
"","","","","乳酪小狗w",1783501513,"下播敲我"
"","","","","乳酪小狗w",1783501509,"对对你先玩"
"","","","","乳酪小狗w",1783501481,"诺注册个账号吧 给你发dlc"
"","","","","乳酪小狗w",1783501437,".666"
"","","","","乳酪小狗w",1783501132,"6.6.6.6。 8.8.8.8"
"","","","","乳酪小狗w",1783501045,"光dns没用的"
"","","","","乳酪小狗w",1783501040,"bur我让你开加速器"
"","","","","乳酪小狗w",1783501012,"填完重连一下"
"","","","","乳酪小狗w",1783500648,"dns填6.6.6.6和8.8.8.8"
"","","","","乳酪小狗w",1783500603,"照着那个填进去"
"","","","","乳酪小狗w",1783500594,"switch商店加速"
"","","","","乳酪小狗w",1783500589,"下载一个uu"
"","","","","乳酪小狗w",1783500572,"开了10分钟"
"","","","","乳酪小狗w",1783500566,"开一个吧"
"","","","","乳酪小狗w",1783500550,"开加速器了吗（）"
"","","","","乳酪小狗w",1783500136,"又发了一次("
"","","","","乳酪小狗w",1783500128,"11("
"","","","","乳酪小狗w",1783500091,"SW-0026-6979-2302"
"","","","","乳酪小狗w",1783500057,"下午好汪"
"","","","","乳酪小狗w",1783499953,"谢谢我自己的情书ww"
"","","","","乳酪小狗w",1783499926,"5541下午好"
"","","","","乳酪小狗w",1783499830,"笑死我了这回知道了"
"","","","","乳酪小狗w",1783499798,"钥匙卡怎么这么坏啊"
"","","","","乳酪小狗w",1783499759,"f1shcake"
"","","","","乳酪小狗w",1783499748,"直接合流吧"
"","","","","乳酪小狗w",1783498992,"我先打"
"","","","","乳酪小狗w",1783498989,"那不急"
"","","","","乳酪小狗w",1783498850,"20w krw还是太划算了"
"","","","","乳酪小狗w",1783498616,"我终于升段了"
"","","","","乳酪小狗w",1783498610,"spld还是太好玩了"
"","","","","乳酪小狗w",1783497558,"美女你谁"
"","","","","乳酪小狗w",1783495616,"睡了1h"
"","","","","乳酪小狗w",1783495605,"我是区"
"","","","","乳酪小狗w",1783491156,"大热天顶着太阳爬山还是太那啥了"
"","","","","乳酪小狗w",1783491139,"有吧 我歇会儿去找一下"
"","","","","乳酪小狗w",1783491108,"好像有点中暑了 头热热的"
"","","","","乳酪小狗w",1783491101,"我在 吹空调"
"","","","","乳酪小狗w",1783490724,"我回的南京"
"","","","","乳酪小狗w",1783490715,"没回去呢啊"
"","","","","乳酪小狗w",1783490666,"还有两个月整"
"","","","","乳酪小狗w",1783490657,"这么想让我开学吗（）"
"","","","","乳酪小狗w",1783490612,"[dog]"
"","","","","乳酪小狗w",1783433048,"晚安汪"
"","","","","乳酪小狗w",1783432958,"乳酪只认识主人汪"
"","","","","乳酪小狗w",1783432944,"不认识妹妹"
"","","","","乳酪小狗w",1783432790,"回不去抽返程机票"
"","","","","乳酪小狗w",1783432741,"不带也抽"
"","","","","乳酪小狗w",1783432725,"带了抽一份pokopia dlc仅诺可参与"
"","","","","乳酪小狗w",1783432641,"她真的很喜欢直播"
"","","","","乳酪小狗w",1783432576,"实在赶不上找我0元购"
"","","","","乳酪小狗w",1783432489,"你猜猜我给你丢上哪一班"
"","","","","乳酪小狗w",1783432468,"plan d 鱼糕抓走"
"","","","","乳酪小狗w",1783432372,"不要相信喵"
"","","","","乳酪小狗w",1783432366,"我都被吹跑了"
"","","","","乳酪小狗w",1783432361,"觉得自己肘的赢大风的"
"","","","","乳酪小狗w",1783432285,"笑死了"
"","","","","乳酪小狗w",1783432189,"发过了其实（"
"","","","","乳酪小狗w",1783432140,"真想抓我我可以直接发酒店定位的（"
"","","","","乳酪小狗w",1783432089,"地铁一站两站"
"","","","","乳酪小狗w",1783432078,"很近反正"
"","","","","乳酪小狗w",1783432029,"你是不是手机号是1开头"
"","","","","乳酪小狗w",1783432012,"对啊 诺一眼在深圳"
"","","","","乳酪小狗w",1783431867,"可以 那我中午少吃点（？"
"","","","","乳酪小狗w",1783431851,"yes"
"","","","","乳酪小狗w",1783431849,"我9号下午"
"","","","","乳酪小狗w",1783431830,"盒发我一份谢谢喵"
"","","","","乳酪小狗w",1783431767,"？！盒盒！？"
"","","","","乳酪小狗w",1783431733,"哪里有京酱肉丝"
"","","","","乳酪小狗w",1783431434,"之前更久"
"","","","","乳酪小狗w",1783431432,"现在还好有机场线了"
"","","","","乳酪小狗w",1783431428,"浦东多一个小时这样"
"","","","","乳酪小狗w",1783431422,"那很近了"
"","","","","乳酪小狗w",1783431376,"你回去是虹桥还是浦东"
"","","","","乳酪小狗w",1783431367,"出去了就打的着"
"","","","","乳酪小狗w",1783431204,"就 住一两周 跟一两年 跟十几年 差别还是很大的"
"","","","","乳酪小狗w",1783431058,"-40度喵"
"","","","","乳酪小狗w",1783431054,"想见雪的1月份发配edmonton"
"","","","","乳酪小狗w",1783430979,"安排"
"","","","","乳酪小狗w",1783430976,"那你来加拿大"
"","","","","乳酪小狗w",1783430838,"chow why did"
"","","","","乳酪小狗w",1783430811,"大兴太远了"
"","","","","乳酪小狗w",1783430788,"河北的来了"
"","","","","乳酪小狗w",1783430558,"草"
"","","","","乳酪小狗w",1783430480,"上来就没绷住"
"","","","","乳酪小狗w",1783430469,"安徽省南京市马鞍山区"
"","","","","乳酪小狗w",1783430462,"还有编外人员"
"","","","","乳酪小狗w",1783430343,"合并了"
"","","","","乳酪小狗w",1783430340,"这个也绝版了"
"","","","","乳酪小狗w",1783430283,"320103绝版了喵"
"","","","","乳酪小狗w",1783430242,"笑了"
"","","","","乳酪小狗w",1783430235,"北京东路是我学校那块（"
"","","","","乳酪小狗w",1783430124,"我发你吧（"
"","","","","乳酪小狗w",1783430085,"灵感来源是今天看了个南京刻板印象视频"
"","","","","乳酪小狗w",1783429950,"全对"
"","","","","乳酪小狗w",1783429806,"对的对的"
"","","","","乳酪小狗w",1783429709,"还是耐受程度太高了"
"","","","","乳酪小狗w",1783429449,"哎我去我亚马逊解封了 暂时允许降落"
"","","","","乳酪小狗w",1783429322,"老想了"
"","","","","乳酪小狗w",1783429318,"想"
"","","","","乳酪小狗w",1783429305,"?"
"","","","","乳酪小狗w",1783429213,"摇的话就要点陪玩了"
"","","","","乳酪小狗w",1783429192,"朋友好像玩过了"
"","","","","乳酪小狗w",1783429184,"怎么摇（"
"","","","","乳酪小狗w",1783429148,"买个晕晕电波症候群 有点想双影但是没人跟我玩（）"
"","","","","乳酪小狗w",1783428898,"有点多（"
"","","","","乳酪小狗w",1783428895,"直接看我愿望单吧（"
"","","","","乳酪小狗w",1783428846,"购入中"
"","","","","乳酪小狗w",1783428839,"hold on"
"","","","","乳酪小狗w",1783428835,"我去我忘买夏促了"
"","","","","乳酪小狗w",1783428762,"神了"
"","","","","乳酪小狗w",1783428706,"萌在孩子前面"
"","","","","乳酪小狗w",1783428699,"那个表情也可爱"
"","","","","乳酪小狗w",1783428692,"超萌"
"","","","","乳酪小狗w",1783428544,"在打我"
"","","","","乳酪小狗w",1783428468,"1200了（"
"","","","","乳酪小狗w",1783428402,"什么时候拍满999套正片才放人"
"","","","","乳酪小狗w",1783428390,"倒反天罡"
"","","","","乳酪小狗w",1783428385,"不出把诺绑走吧"
"","","","","乳酪小狗w",1783428283,"不出退钱喵"
"","","","","乳酪小狗w",1783428272,"bw当天抽800"
"","","","","乳酪小狗w",1783428269,"别急"
"","","","","乳酪小狗w",1783428240,"幽灵10连出了"
"","","","","乳酪小狗w",1783428234,"对"
"","","","","乳酪小狗w",1783428153,"对的"
"","","","","乳酪小狗w",1783428128,"想看西瓜形小肚"
"","","","","乳酪小狗w",1783428050,"似了"
"","","","","乳酪小狗w",1783427633,"有的 不影响"
"","","","","乳酪小狗w",1783427628,"呜哇哇哇哇哇哇我委屈"
"","","","","乳酪小狗w",1783427531,"？？？？？？？？？？？？？"
"","","","","乳酪小狗w",1783427529,"？？？？？？？？？？？？？？"
"","","","","乳酪小狗w",1783427528,"？？？？？"
"","","","","乳酪小狗w",1783427501,"不急"
"","","","","乳酪小狗w",1783427498,"67/80"
"","","","","诺的草莓甜心派",1783427385,"心碎了"
"","","","","诺的草莓甜心派",1783427367,"几个"
"","","","","诺的草莓甜心派",1783427358,"？"
"","","","","诺的草莓甜心派",1783427246,"可以"
"","","","","诺的草莓甜心派",1783427211,"还好只是2400"
"","","","","诺的草莓甜心派",1783427201,"难说 我忘兑过一张ns online"
"","","","","诺的草莓甜心派",1783427136,"点卡限150天内兑换哦 记得不要买太多（"
"","","","","诺的草莓甜心派",1783427047,"喝水还是鲨鱼说喵喵喵我是最可爱小猫咪neko punch"
"","","","","诺的草莓甜心派",1783427016,"气死我了"
"","","","","诺的草莓甜心派",1783427012,"点卡砍单了喵 风控被亚马逊封号了喵（）"
"","","","","诺的草莓甜心派",1783426963,"限制仅日本发行的银行卡了"
"","","","","诺的草莓甜心派",1783426926,"为什么rtt不能paypay"
"","","","","诺的草莓甜心派",1783426895,"ana pay也绑不了了"
"","","","","诺的草莓甜心派",1783426868,"我很红"
"","","","","诺的草莓甜心派",1783426865,"对的"
"","","","","诺的草莓甜心派",1783426831,"亚马逊疑似又给我砍单了"
"","","","","诺的草莓甜心派",1783426821,"任天堂坏事做尽 给国内jcb也屏蔽了 我直充充不进去了"
"","","","","诺的草莓甜心派",1783426622,"航空公司在后面会提供免费退改签方案的"
"","","","","诺的草莓甜心派",1783426599,"如果航班可能有问题飞不了 不要急着自己退"
"","","","","诺的草莓甜心派",1783426522,"bw这个时间这个地点你就当他有大雨得了"
"","","","","诺的草莓甜心派",1783426405,"天气不赔"
"","","","","诺的草莓甜心派",1783426394,"略微弱一点我就润去机场了"
"","","","","诺的草莓甜心派",1783426382,"就差一点就飞不了 我记得澳门差一点挂9号风球"
"","","","","诺的草莓甜心派",1783426241,"23年10月肘击台风飞回家的 吓哭了"
"","","","","诺的草莓甜心派",1783426227,"放心吧 肯定会有的"
"","","","","诺的草莓甜心派",1783426124,"navi吗 "
"","","","","诺的草莓甜心派",1783425983,"试过一次就不想再喝了"
"","","","","诺的草莓甜心派",1783425976,"学校超市有"
"","","","","诺的草莓甜心派",1783425942,"eww"
"","","","","诺的草莓甜心派",1783425938,"不好喝"
"","","","","诺的草莓甜心派",1783416899,"我是区"
"","","","","诺的草莓甜心派",1783416899,"我是区"
"","","","","诺的草莓甜心派",1783416897,"好难"
"","","","","诺的草莓甜心派",1783416897,"好难"
"","","","","诺的草莓甜心派",1783406920,"乐"
"","","","","诺的草莓甜心派",1783406918,"两分钟"
"","","","","诺的草莓甜心派",1783406914,"吃饭去了"
"","","","","诺的草莓甜心派",1783403895,"酒泉是地级市"
"","","","","诺的草莓甜心派",1783403888,"敦煌是县级市"
"","","","","诺的草莓甜心派",1783403800,"距离最近的一集"
"","","","","诺的草莓甜心派",1783403741,"我去说点大家不知道的 那肯定是晚上啊"
"","","","","诺的草莓甜心派",1783403722,"手机的 忘了带脚架了"
"","","","","诺的草莓甜心派",1783403694,"v"
"","","","","诺的草莓甜心派",1783403629,"哎 嗷呜在哪里来着"
"","","","","诺的草莓甜心派",1783403527,"饿饿 饭饭"
"","","","","诺的草莓甜心派",1783403459,"十几次吧 差不多"
"","","","","诺的草莓甜心派",1783403452,"那我看劳动几次还是太少了"
"","","","","诺的草莓甜心派",1783403417,"要是昏过去了另外50%记得分我"
"","","","","诺的草莓甜心派",1783403405,"那你让他每天劳动好几次吧"
"","","","","诺的草莓甜心派",1783403306,"那不一样啊 这可是 第一批测试玩家"
"","","","","诺的草莓甜心派",1783403204,"嗷呜为什么不参与项目 可以55分的"
"","","","","诺的草莓甜心派",1783403155,"那身体很好了"
"","","","","诺的草莓甜心派",1783403151,"先别说300个"
"","","","","诺的草莓甜心派",1783403036,"点在哪里"
"","","","","诺的草莓甜心派",1783403029,"《有点》"
"","","","","诺的草莓甜心派",1783403000,"野排吗"
"","","","","诺的草莓甜心派",1783402989,"队友哪里找"
"","","","","诺的草莓甜心派",1783402975,"？？"
"","","","","诺的草莓甜心派",1783402934,"细说"
"","","","","诺的草莓甜心派",1783402783,"我自己做估计随便吃一口了"
"","","","","诺的草莓甜心派",1783402771,"外卖能点一堆菜"
"","","","","诺的草莓甜心派",1783402760,"会 懒"
"","","","","诺的草莓甜心派",1783402723,"外卖40分钟起步 住的比较远"
"","","","","诺的草莓甜心派",1783402712,"前几天睡太少了"
"","","","","诺的草莓甜心派",1783402697,"估计得两点到"
"","","","","诺的草莓甜心派",1783402690,"其实是才睡醒"
"","","","","诺的草莓甜心派",1783402680,"我的饭还没来"
"","","","","诺的草莓甜心派",1783401265,"哦吼吼吼吼直播做饭吗还有超绝3d回"
"","","","","诺的草莓甜心派",1783400982,"ios直充到账慢 额外扣30%"
"","","","","诺的草莓甜心派",1783362164,"大概漫展结束后改回去（？）"
"","","","","诺的草莓甜心派",1783362132,"整活id（）"
"","","","","诺的草莓甜心派",1783362096,"快了 还有两天"
"","","","","诺的草莓甜心派",1783262402,"高仿"
"","","","","诺的草莓甜心派",1783262396,"不是"
"","","","","诺的草莓甜心派",1783260491,"来找我玩有的吃（算盘）"
"","","","","诺的草莓甜心派",1783260313,"还是什么来着 记不清了 你找一下吧"
"","","","","诺的草莓甜心派",1783260301,"辉夜姬那个星见海"
"","","","","诺的草莓甜心派",1783260214,"把我抽了吧 抽给别的妹妹"
"","","","","诺的草莓甜心派",1783260151,"到时候我q你"
"","","","","诺的草莓甜心派",1783260145,"现场说吧"
"","","","","诺的草莓甜心派",1783260107,"只要保持你直播间在线就行"
"","","","","诺的草莓甜心派",1783260094,"周五瞎开一下我抽了爽了得了"
"","","","","诺的草莓甜心派",1783260068,"主播你能不能周五开一下"
"","","","","诺的草莓甜心派",1783260057,"im back"
"","","","","诺的草莓甜心派",1783260045,"哎不对啊 周五bw怎么盒子"
"","","","","诺的草莓甜心派",1783259995,"我是后背"
"","","","","诺的草莓甜心派",1783258478,"反正2k不出他直接4mm"
"","","","","诺的草莓甜心派",1783258409,"假不假的那没办法"
"","","","","诺的草莓甜心派",1783258389,"到80就行了"
"","","","","诺的草莓甜心派",1783258382,"今天没倍率啊"
"","","","","诺的草莓甜心派",1783258323,"何配置"
"","","","","诺的草莓甜心派",1783258316,"？"
"","","","","诺的草莓甜心派",1783258308,"笑死了"
"","","","","诺的草莓甜心派",1783258296,"开到80个盒子有5倍喵"
"","","","","诺的草莓甜心派",1783258275,"诺周五播的话就会有的"
"","","","","诺的草莓甜心派",1783258261,"急死了"
"","","","","诺的草莓甜心派",1783258259,"我好急"
"","","","","诺的草莓甜心派",1783258254,"夺少？"
"","","","","诺的草莓甜心派",1783258218,"最多是5倍限两个"
"","","","","诺的草莓甜心派",1783258210,"对的"
"","","","","诺的草莓甜心派",1783258204,"周五"
"","","","","诺的草莓甜心派",1783258180,"1100盒不出的概率低于10%望周知"
"","","","","诺的草莓甜心派",1783258147,"有机会再挑战一次"
"","","","","诺的草莓甜心派",1783258138,"我勒个我其实还是有执念"
"","","","","诺的草莓甜心派",1783258130,"我是狗托能1100盒没城堡是吗（）"
"","","","","诺的草莓甜心派",1783258108,"吃饭去了喵 （） 消失一下喵"
"","","","","诺的草莓甜心派",1783257850,"过了开头的话vip入口没人的 直接进"
"","","","","诺的草莓甜心派",1783257832,"是提前的"
"","","","","诺的草莓甜心派",1783257428,"微店小程序"
"","","","","诺的草莓甜心派",1783257415,"还有5"
"","","","","诺的草莓甜心派",1783257382,"vip卡返2% 没货转"
"","","","","诺的草莓甜心派",1783257363,"加拿大wealthsimple那个"
"","","","","诺的草莓甜心派",1783257303,"信用卡返现2%（）"
"","","","","诺的草莓甜心派",1783257249,"我叛逆"
"","","","","诺的草莓甜心派",1783257246,"我就要"
"","","","","诺的草莓甜心派",1783257203,"收到 信用卡上总"
"","","","","诺的草莓甜心派",1783257153,"不打榜 懒了 上月367148"
"","","","","诺的草莓甜心派",1783257110,"对的对的幽灵 对的"
"","","","","诺的草莓甜心派",1783257096,"眼镜很有感觉 有人懂吗"
"","","","","诺的草莓甜心派",1783257071,"爽死了哦吼吼吼"
"","","","","诺的草莓甜心派",1783257059,"对的"
"","","","","诺的草莓甜心派",1783257000,"叫老婆叉出去"
"","","","","诺的草莓甜心派",1783256972,"永远忘记带硬币之人"
"","","","","诺的草莓甜心派",1783256952,"suica里面还有6000多jpy"
"","","","","诺的草莓甜心派",1783256938,"日元硬币可以拿去711或者充交通卡"
"","","","","诺的草莓甜心派",1783256908,"哦吼吼吼吼吼黑长直哦吼吼吼哦吼"
"","","","","诺的草莓甜心派",1783256866,"对的 我每次都是丢tip jar或者donate jar"
"","","","","诺的草莓甜心派",1783256834,"-1500cad喵 什么时候出账单再说喵"
"","","","","诺的草莓甜心派",1783256812,"我连20cad都没有"
"","","","","诺的草莓甜心派",1783256700,"给我捐20cad我还能给你来一段"
"","","","","诺的草莓甜心派",1783256657,"然后坐地上"
"","","","","诺的草莓甜心派",1783256646,"我就打开收款码学他敲"
"","","","","诺的草莓甜心派",1783256639,"之前有人跟我敲二维码"
"","","","","诺的草莓甜心派",1783256617,"一个小时后又问我一次"
"","","","","诺的草莓甜心派",1783256609,"他还不认人脸"
"","","","","诺的草莓甜心派",1783256604,"我气笑了"
"","","","","诺的草莓甜心派",1783256596,"我还遇到过一个乞讨跟我说可以emt转账的"
"","","","","诺的草莓甜心派",1783256550,"q"
"","","","","诺的草莓甜心派",1783256449,"我说过那个亚裔homeless的故事吗"
"","","","","诺的草莓甜心派",1783256405,"什么时候凑够路费什么时候回去"
"","","","","诺的草莓甜心派",1783256397,"马上我就去那个电车站拿个咖啡杯躺着"
"","","","","诺的草莓甜心派",1783256379,"算普遍吧"
"","","","","诺的草莓甜心派",1783256372,"我都不敢想要是我信用卡全停了会怎么样（）"
"","","","","诺的草莓甜心派",1783256349,"我绷住了"
"","","","","诺的草莓甜心派",1783256315,"问就是vx被卡了两周"
"","","","","诺的草莓甜心派",1783256281,"银行卡会被停"
"","","","","诺的草莓甜心派",1783256243,"这倒是提醒我了"
"","","","","诺的草莓甜心派",1783256239,"我去我都忘了 我通行证没续签注"
"","","","","诺的草莓甜心派",1783256203,"那很能拖了"
"","","","","诺的草莓甜心派",1783256140,"其实有人催我也快（）给我两脚我马上就能干完"
"","","","","诺的草莓甜心派",1783256080,"来offset这个拖延"
"","","","","诺的草莓甜心派",1783256076,"所以我每次都疯狂向前安排"
"","","","","诺的草莓甜心派",1783256067,"然后拖延一下"
"","","","","诺的草莓甜心派",1783256063,"我只会列每天要干什么"
